PMCID,PMID,NCTID,PMIDs,Randomized,RCT,PMCFILE
PMC3995061,24782766,./NCT0266xxxx/NCT02660437.xml:,<PMID>24782766</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3995061.nxml
PMC4270220,25263210,./NCT0266xxxx/NCT02660437.xml:,<PMID>25263210</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4270220.nxml
PMC3252763,22233678,./NCT0247xxxx/NCT02477904.xml:,<PMID>22233678</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3252763.nxml
PMC3673987,23755170,./NCT0247xxxx/NCT02477904.xml:,<PMID>23755170</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3673987.nxml
PMC3700858,23844187,./NCT0247xxxx/NCT02477904.xml:,<PMID>23844187</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3700858.nxml
PMC3828002,24188502,./NCT0247xxxx/NCT02477904.xml:,<PMID>24188502</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3828002.nxml
PMC3072493,21258839,./NCT0245xxxx/NCT02454608.xml:,<PMID>21258839</PMID>,<allocation>Randomized</allocation>,True,PMC3072493.nxml
PMC3072494,21298314,./NCT0174xxxx/NCT01741714.xml:,<PMID>21298314</PMID>,  age and gender prior to the concealed group allocation and restricted randomization by,False,PMC3072494.nxml
PMC3072502,20862509,./NCT0036xxxx/NCT00360282.xml:,<PMID>20862509</PMID>,<allocation>Randomized</allocation>,True,PMC3072502.nxml
PMC3073001,21494635,./NCT0191xxxx/NCT01914783.xml:,<PMID>21494635</PMID>,<allocation>Randomized</allocation>,True,PMC3073001.nxml
PMC3073031,21460849,./NCT0219xxxx/NCT02190747.xml:,<PMID>21460849</PMID>,<allocation>Randomized</allocation>,True,PMC3073031.nxml
PMC3073434,21324255,./NCT0320xxxx/NCT03206164.xml:,<PMID>21324255</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3073434.nxml
PMC4520760,25927272,./NCT0285xxxx/NCT02851303.xml:,<PMID>25927272</PMID>,<allocation>Randomized</allocation>,True,PMC4520760.nxml
PMC4412554,25560774,./NCT0343xxxx/NCT03432143.xml:,<PMID>25560774</PMID>,<allocation>Randomized</allocation>,True,PMC4412554.nxml
PMC5598089,29062495,./NCT0343xxxx/NCT03432143.xml:,<PMID>29062495</PMID>,<allocation>Randomized</allocation>,True,PMC5598089.nxml
PMC5598090,29062494,./NCT0343xxxx/NCT03432143.xml:,<PMID>29062494</PMID>,<allocation>Randomized</allocation>,True,PMC5598090.nxml
PMC3313933,22479154,./NCT0115xxxx/NCT01152918.xml:,<PMID>22479154</PMID>,<allocation>Randomized</allocation>,True,PMC3313933.nxml
PMC3462339,23049660,./NCT0115xxxx/NCT01152918.xml:,<PMID>23049660</PMID>,<allocation>Randomized</allocation>,True,PMC3462339.nxml
PMC5300168,28182706,./NCT0115xxxx/NCT01152918.xml:,<PMID>28182706</PMID>,<allocation>Randomized</allocation>,True,PMC5300168.nxml
PMC4983059,27519177,./NCT0307xxxx/NCT03071705.xml:,<PMID>27519177</PMID>,<allocation>Randomized</allocation>,True,PMC4983059.nxml
PMC3076010,21494401,./NCT0264xxxx/NCT02648802.xml:,<PMID>21494401</PMID>,<allocation>Randomized</allocation>,True,PMC3076010.nxml
PMC3076025,21217695,./NCT0215xxxx/NCT02153983.xml:,<PMID>21217695</PMID>,<allocation>Randomized</allocation>,True,PMC3076025.nxml
PMC3077323,21429214,./NCT0000xxxx/NCT00003991.xml:,<PMID>21429214</PMID>,<allocation>Randomized</allocation>,True,PMC3077323.nxml
PMC5079605,27612500,./NCT0187xxxx/NCT01873066.xml:,<PMID>27612500</PMID>,<allocation>Randomized</allocation>,True,PMC5079605.nxml
PMC5505426,27837162,./NCT0212xxxx/NCT02129868.xml:,<PMID>27837162</PMID>,<allocation>Randomized</allocation>,True,PMC5505426.nxml
PMC3827221,24265844,./NCT0340xxxx/NCT03402334.xml:,<PMID>24265844</PMID>,<allocation>Randomized</allocation>,True,PMC3827221.nxml
PMC4153605,25184517,./NCT0340xxxx/NCT03402334.xml:,<PMID>25184517</PMID>,<allocation>Randomized</allocation>,True,PMC4153605.nxml
PMC4738722,26885388,./NCT0340xxxx/NCT03402334.xml:,<PMID>26885388</PMID>,<allocation>Randomized</allocation>,True,PMC4738722.nxml
PMC5536202,28781519,./NCT0340xxxx/NCT03402334.xml:,<PMID>28781519</PMID>,<allocation>Randomized</allocation>,True,PMC5536202.nxml
PMC3206450,21942989,./NCT0178xxxx/NCT01787526.xml:,<PMID>21942989</PMID>,<allocation>Randomized</allocation>,True,PMC3206450.nxml
PMC3078598,21427727,./NCT0223xxxx/NCT02238509.xml:,<PMID>21427727</PMID>,<allocation>Randomized</allocation>,True,PMC3078598.nxml
PMC4859380,26722126,./NCT0318xxxx/NCT03180775.xml:,<PMID>26722126</PMID>,<allocation>Randomized</allocation>,True,PMC4859380.nxml
PMC3079682,21453481,./NCT0337xxxx/NCT03374904.xml:,<PMID>21453481</PMID>,<allocation>Randomized</allocation>,True,PMC3079682.nxml
PMC4754769,26909063,./NCT0337xxxx/NCT03374904.xml:,<PMID>26909063</PMID>,<allocation>Randomized</allocation>,True,PMC4754769.nxml
PMC5154046,27965879,./NCT0337xxxx/NCT03374904.xml:,<PMID>27965879</PMID>,<allocation>Randomized</allocation>,True,PMC5154046.nxml
PMC5247433,28163690,./NCT0337xxxx/NCT03374904.xml:,<PMID>28163690</PMID>,<allocation>Randomized</allocation>,True,PMC5247433.nxml
PMC3296706,22412842,./NCT0316xxxx/NCT03168178.xml:,<PMID>22412842</PMID>,<allocation>Randomized</allocation>,True,PMC3296706.nxml
PMC3983512,24772410,./NCT0316xxxx/NCT03168178.xml:,<PMID>24772410</PMID>,<allocation>Randomized</allocation>,True,PMC3983512.nxml
PMC3081815,21541021,./NCT0016xxxx/NCT00164281.xml:,<PMID>21541021</PMID>,<allocation>Randomized</allocation>,True,PMC3081815.nxml
PMC3203064,22046230,./NCT0016xxxx/NCT00164281.xml:,<PMID>22046230</PMID>,<allocation>Randomized</allocation>,True,PMC3203064.nxml
PMC3606726,23533318,./NCT0016xxxx/NCT00164281.xml:,<PMID>23533318</PMID>,<allocation>Randomized</allocation>,True,PMC3606726.nxml
PMC3082078,21562643,./NCT0285xxxx/NCT02858596.xml:,<PMID>21562643</PMID>,<allocation>Randomized</allocation>,True,PMC3082078.nxml
PMC3082218,21559066,./NCT0348xxxx/NCT03489148.xml:,<PMID>21559066</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3082218.nxml
PMC3603254,23525419,./NCT0250xxxx/NCT02506062.xml:,<PMID>23525419</PMID>,<allocation>Randomized</allocation>,True,PMC3603254.nxml
PMC4426708,26029126,./NCT0349xxxx/NCT03491930.xml:,<PMID>26029126</PMID>,<allocation>Randomized</allocation>,True,PMC4426708.nxml
PMC4831905,26421334,./NCT0349xxxx/NCT03491930.xml:,<PMID>26421334</PMID>,<allocation>Randomized</allocation>,True,PMC4831905.nxml
PMC3083847,21541067,./NCT0072xxxx/NCT00729391.xml:,<PMID>21541067</PMID>,<allocation>Randomized</allocation>,True,PMC3083847.nxml
PMC3657672,23793683,./NCT0072xxxx/NCT00729391.xml:,<PMID>23793683</PMID>,<allocation>Randomized</allocation>,True,PMC3657672.nxml
PMC3889181,24474876,./NCT0072xxxx/NCT00729391.xml:,<PMID>24474876</PMID>,<allocation>Randomized</allocation>,True,PMC3889181.nxml
PMC3931639,24648788,./NCT0072xxxx/NCT00729391.xml:,<PMID>24648788</PMID>,<allocation>Randomized</allocation>,True,PMC3931639.nxml
PMC3083849,21541069,./NCT0072xxxx/NCT00722670.xml:,<PMID>21541069</PMID>,<allocation>Randomized</allocation>,True,PMC3083849.nxml
PMC3846304,24474853,./NCT0072xxxx/NCT00722670.xml:,<PMID>24474853</PMID>,<allocation>Randomized</allocation>,True,PMC3846304.nxml
PMC3084439,20921291,./NCT0092xxxx/NCT00925704.xml:,<PMID>20921291</PMID>,<allocation>Randomized</allocation>,True,PMC3084439.nxml
PMC3084440,20929915,./NCT0031xxxx/NCT00317239.xml:,<PMID>20929915</PMID>,<allocation>Randomized</allocation>,True,PMC3084440.nxml
PMC3084569,21523225,./NCT0304xxxx/NCT03047291.xml:,<PMID>21523225</PMID>,<allocation>Randomized</allocation>,True,PMC3084569.nxml
PMC4387310,25788204,./NCT0279xxxx/NCT02793791.xml:,<PMID>25788204</PMID>,<allocation>Randomized</allocation>,True,PMC4387310.nxml
PMC3085071,21091987,./NCT0270xxxx/NCT02704585.xml:,<PMID>21091987</PMID>,<allocation>Randomized</allocation>,True,PMC3085071.nxml
PMC3085127,21355967,./NCT0070xxxx/NCT00700817.xml:,<PMID>21355967</PMID>,<allocation>Randomized</allocation>,True,PMC3085127.nxml
PMC3447855,22851600,./NCT0070xxxx/NCT00700817.xml:,<PMID>22851600</PMID>,<allocation>Randomized</allocation>,True,PMC3447855.nxml
PMC3085176,21537493,./NCT0142xxxx/NCT01423019.xml:,<PMID>21537493</PMID>,<allocation>Randomized</allocation>,True,PMC3085176.nxml
PMC3085207,21325463,./NCT0248xxxx/NCT02488122.xml:,<PMID>21325463</PMID>,<allocation>Randomized</allocation>,True,PMC3085207.nxml
PMC3085798,21556223,./NCT0183xxxx/NCT01839344.xml:,<PMID>21556223</PMID>,<allocation>Randomized</allocation>,True,PMC3085798.nxml
PMC3395784,22808343,./NCT0183xxxx/NCT01839344.xml:,<PMID>22808343</PMID>,<allocation>Randomized</allocation>,True,PMC3395784.nxml
PMC3442161,22736201,./NCT0206xxxx/NCT02060123.xml:,<PMID>22736201</PMID>,<allocation>Randomized</allocation>,True,PMC3442161.nxml
PMC4251083,25485150,./NCT0274xxxx/NCT02749162.xml:,<PMID>25485150</PMID>,<allocation>Randomized</allocation>,True,PMC4251083.nxml
PMC3086052,21540199,./NCT0158xxxx/NCT01586650.xml:,<PMID>21540199</PMID>,<allocation>Randomized</allocation>,True,PMC3086052.nxml
PMC3086209,21546983,./NCT0330xxxx/NCT03306433.xml:,<PMID>21546983</PMID>,  The allocation will be concealed in an opaque envelope that will be opened at the time of,False,PMC3086209.nxml
PMC4763235,26903314,./NCT0330xxxx/NCT03306433.xml:,<PMID>26903314</PMID>,  The allocation will be concealed in an opaque envelope that will be opened at the time of,False,PMC4763235.nxml
PMC3485543,23150830,./NCT0336xxxx/NCT03368430.xml:,<PMID>23150830</PMID>,<allocation>Randomized</allocation>,True,PMC3485543.nxml
PMC3087258,21547175,./NCT0242xxxx/NCT02429323.xml:,<PMID>21547175</PMID>,<allocation>Randomized</allocation>,True,PMC3087258.nxml
PMC3222907,22005624,./NCT0056xxxx/NCT00563264.xml:,<PMID>22005624</PMID>,<allocation>Randomized</allocation>,True,PMC3222907.nxml
PMC3206515,22053253,./NCT0231xxxx/NCT02319915.xml:,<PMID>22053253</PMID>,<allocation>Randomized</allocation>,True,PMC3206515.nxml
PMC3542570,23020868,./NCT0231xxxx/NCT02319915.xml:,<PMID>23020868</PMID>,<allocation>Randomized</allocation>,True,PMC3542570.nxml
PMC3087488,21559248,./NCT0010xxxx/NCT00101907.xml:,<PMID>21559248</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3087488.nxml
PMC3968354,24800044,./NCT0303xxxx/NCT03032302.xml:,<PMID>24800044</PMID>,<allocation>Randomized</allocation>,True,PMC3968354.nxml
PMC3090376,21573046,./NCT0175xxxx/NCT01756651.xml:,<PMID>21573046</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3090376.nxml
PMC5129504,27582031,./NCT0204xxxx/NCT02042118.xml:,<PMID>27582031</PMID>,<allocation>Randomized</allocation>,True,PMC5129504.nxml
PMC4304378,25425475,./NCT0032xxxx/NCT00321620.xml:,<PMID>25425475</PMID>,<allocation>Randomized</allocation>,True,PMC4304378.nxml
PMC3091422,21589701,./NCT0319xxxx/NCT03198260.xml:,<PMID>21589701</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3091422.nxml
PMC3873798,24379729,./NCT0319xxxx/NCT03198260.xml:,<PMID>24379729</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3873798.nxml
PMC4811262,27066291,./NCT0319xxxx/NCT03198260.xml:,<PMID>27066291</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4811262.nxml
PMC3093805,21655770,./NCT0311xxxx/NCT03112850.xml:,<PMID>21655770</PMID>,<allocation>Randomized</allocation>,True,PMC3093805.nxml
PMC4449609,26003546,./NCT0311xxxx/NCT03112850.xml:,<PMID>26003546</PMID>,<allocation>Randomized</allocation>,True,PMC4449609.nxml
PMC5377246,28367952,./NCT0186xxxx/NCT01864824.xml:,<PMID>28367952</PMID>,<allocation>Non-Randomized</allocation>,False,PMC5377246.nxml
PMC3094644,21207237,./NCT0015xxxx/NCT00159588.xml:,<PMID>21207237</PMID>,<allocation>Randomized</allocation>,True,PMC3094644.nxml
PMC3095541,21535879,./NCT0321xxxx/NCT03214718.xml:,<PMID>21535879</PMID>,<allocation>Randomized</allocation>,True,PMC3095541.nxml
PMC4094386,25014230,./NCT0321xxxx/NCT03214718.xml:,<PMID>25014230</PMID>,<allocation>Randomized</allocation>,True,PMC4094386.nxml
PMC3097892,21515905,./NCT0254xxxx/NCT02540096.xml:,<PMID>21515905</PMID>,<allocation>Randomized</allocation>,True,PMC3097892.nxml
PMC3731552,23935572,./NCT0254xxxx/NCT02540096.xml:,<PMID>23935572</PMID>,<allocation>Randomized</allocation>,True,PMC3731552.nxml
PMC3098026,20729242,./NCT0011xxxx/NCT00112502.xml:,<PMID>20729242</PMID>,<allocation>Randomized</allocation>,True,PMC3098026.nxml
PMC3098976,20623305,./NCT0193xxxx/NCT01937793.xml:,<PMID>20623305</PMID>,<allocation>Randomized</allocation>,True,PMC3098976.nxml
PMC3569911,23431426,./NCT0329xxxx/NCT03294850.xml:,<PMID>23431426</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3569911.nxml
PMC3865797,24036007,./NCT0329xxxx/NCT03294850.xml:,<PMID>24036007</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3865797.nxml
PMC4751288,26471505,./NCT0329xxxx/NCT03294850.xml:,<PMID>26471505</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4751288.nxml
PMC4990543,27594839,./NCT0329xxxx/NCT03294850.xml:,<PMID>27594839</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4990543.nxml
PMC5035023,27662190,./NCT0329xxxx/NCT03294850.xml:,<PMID>27662190</PMID>,<allocation>Non-Randomized</allocation>,False,PMC5035023.nxml
PMC5153515,27999641,./NCT0329xxxx/NCT03294850.xml:,<PMID>27999641</PMID>,<allocation>Non-Randomized</allocation>,False,PMC5153515.nxml
PMC3296113,22423308,./NCT0280xxxx/NCT02808676.xml:,<PMID>22423308</PMID>,<allocation>Randomized</allocation>,True,PMC3296113.nxml
PMC3394709,22792378,./NCT0280xxxx/NCT02808676.xml:,<PMID>22792378</PMID>,<allocation>Randomized</allocation>,True,PMC3394709.nxml
PMC3791662,24163767,./NCT0280xxxx/NCT02808676.xml:,<PMID>24163767</PMID>,<allocation>Randomized</allocation>,True,PMC3791662.nxml
PMC3909095,24498072,./NCT0280xxxx/NCT02808676.xml:,<PMID>24498072</PMID>,<allocation>Randomized</allocation>,True,PMC3909095.nxml
PMC4196565,25352805,./NCT0280xxxx/NCT02808676.xml:,<PMID>25352805</PMID>,<allocation>Randomized</allocation>,True,PMC4196565.nxml
PMC4351428,23985135,./NCT0280xxxx/NCT02808676.xml:,<PMID>23985135</PMID>,<allocation>Randomized</allocation>,True,PMC4351428.nxml
PMC4597816,26495050,./NCT0280xxxx/NCT02808676.xml:,<PMID>26495050</PMID>,<allocation>Randomized</allocation>,True,PMC4597816.nxml
PMC4256164,25474696,./NCT0289xxxx/NCT02890290.xml:,<PMID>25474696</PMID>,<allocation>Randomized</allocation>,True,PMC4256164.nxml
PMC3427697,22576838,./NCT0226xxxx/NCT02260856.xml:,<PMID>22576838</PMID>,<allocation>Randomized</allocation>,True,PMC3427697.nxml
PMC3312870,22357192,./NCT0331xxxx/NCT03313193.xml:,<PMID>22357192</PMID>,<allocation>Randomized</allocation>,True,PMC3312870.nxml
PMC4183858,25101569,./NCT0331xxxx/NCT03313193.xml:,<PMID>25101569</PMID>,<allocation>Randomized</allocation>,True,PMC4183858.nxml
PMC3103669,21540198,./NCT0092xxxx/NCT00927810.xml:,<PMID>21540198</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3103669.nxml
PMC4428622,25965868,./NCT0264xxxx/NCT02646436.xml:,<PMID>25965868</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4428622.nxml
PMC4603112,25526471,./NCT0264xxxx/NCT02646436.xml:,<PMID>25526471</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4603112.nxml
PMC3816614,24192039,./NCT0119xxxx/NCT01198509.xml:,<PMID>24192039</PMID>,<allocation>Randomized</allocation>,True,PMC3816614.nxml
PMC3978430,24229458,./NCT0119xxxx/NCT01198509.xml:,<PMID>24229458</PMID>,<allocation>Randomized</allocation>,True,PMC3978430.nxml
PMC3104489,21548927,./NCT0316xxxx/NCT03160144.xml:,<PMID>21548927</PMID>,<allocation>Randomized</allocation>,True,PMC3104489.nxml
PMC3818927,24175992,./NCT0316xxxx/NCT03160144.xml:,<PMID>24175992</PMID>,<allocation>Randomized</allocation>,True,PMC3818927.nxml
PMC3510889,23041736,./NCT0330xxxx/NCT03305081.xml:,<PMID>23041736</PMID>,<allocation>Randomized</allocation>,True,PMC3510889.nxml
PMC3762858,24023773,./NCT0277xxxx/NCT02773446.xml:,<PMID>24023773</PMID>,<allocation>Randomized</allocation>,True,PMC3762858.nxml
PMC3923718,24551265,./NCT0277xxxx/NCT02773446.xml:,<PMID>24551265</PMID>,<allocation>Randomized</allocation>,True,PMC3923718.nxml
PMC4777366,26938983,./NCT0277xxxx/NCT02773446.xml:,<PMID>26938983</PMID>,<allocation>Randomized</allocation>,True,PMC4777366.nxml
PMC3105086,21655231,./NCT0280xxxx/NCT02809222.xml:,<PMID>21655231</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3105086.nxml
PMC3653080,23678259,./NCT0264xxxx/NCT02644408.xml:,<PMID>23678259</PMID>,<allocation>Randomized</allocation>,True,PMC3653080.nxml
PMC4670736,26675762,./NCT0264xxxx/NCT02644408.xml:,<PMID>26675762</PMID>,<allocation>Randomized</allocation>,True,PMC4670736.nxml
PMC5417573,28353488,./NCT0321xxxx/NCT03216824.xml:,<PMID>28353488</PMID>,<allocation>Randomized</allocation>,True,PMC5417573.nxml
PMC3804449,24195007,./NCT0045xxxx/NCT00459355.xml:,<PMID>24195007</PMID>,<allocation>Randomized</allocation>,True,PMC3804449.nxml
PMC3106379,21712863,./NCT0329xxxx/NCT03293472.xml:,<PMID>21712863</PMID>,<allocation>Randomized</allocation>,True,PMC3106379.nxml
PMC3106381,21712865,./NCT0185xxxx/NCT01857141.xml:,<PMID>21712865</PMID>,<allocation>Randomized</allocation>,True,PMC3106381.nxml
PMC3626158,23612274,./NCT0284xxxx/NCT02843022.xml:,<PMID>23612274</PMID>,<allocation>Randomized</allocation>,True,PMC3626158.nxml
PMC4210953,25295667,./NCT0284xxxx/NCT02843022.xml:,<PMID>25295667</PMID>,<allocation>Randomized</allocation>,True,PMC4210953.nxml
PMC4259984,25373390,./NCT0284xxxx/NCT02843022.xml:,<PMID>25373390</PMID>,<allocation>Randomized</allocation>,True,PMC4259984.nxml
PMC5724094,28851773,./NCT0066xxxx/NCT00667914.xml:,<PMID>28851773</PMID>,<allocation>Randomized</allocation>,True,PMC5724094.nxml
PMC5455353,28045625,./NCT0026xxxx/NCT00265759.xml:,<PMID>28045625</PMID>,<allocation>Randomized</allocation>,True,PMC5455353.nxml
PMC4511219,25939896,./NCT0253xxxx/NCT02532400.xml:,<PMID>25939896</PMID>,<allocation>Randomized</allocation>,True,PMC4511219.nxml
PMC3107806,21496312,./NCT0150xxxx/NCT01503827.xml:,<PMID>21496312</PMID>,<allocation>Randomized</allocation>,True,PMC3107806.nxml
PMC3108562,21687501,./NCT0241xxxx/NCT02411123.xml:,<PMID>21687501</PMID>,<allocation>Randomized</allocation>,True,PMC3108562.nxml
PMC3181940,20373668,./NCT0241xxxx/NCT02411123.xml:,<PMID>20373668</PMID>,<allocation>Randomized</allocation>,True,PMC3181940.nxml
PMC4460544,26090080,./NCT0297xxxx/NCT02975193.xml:,<PMID>26090080</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4460544.nxml
PMC3109339,21687750,./NCT0038xxxx/NCT00381472.xml:,<PMID>21687750</PMID>,<allocation>Randomized</allocation>,True,PMC3109339.nxml
PMC3562193,23347817,./NCT0260xxxx/NCT02609724.xml:,<PMID>23347817</PMID>,<allocation>Randomized</allocation>,True,PMC3562193.nxml
PMC3109515,21570111,./NCT0007xxxx/NCT00070213.xml:,<PMID>21570111</PMID>,<allocation>Randomized</allocation>,True,PMC3109515.nxml
PMC3109646,21030489,./NCT0278xxxx/NCT02787603.xml:,<PMID>21030489</PMID>,<allocation>Randomized</allocation>,True,PMC3109646.nxml
PMC3284113,22302662,./NCT0278xxxx/NCT02787603.xml:,<PMID>22302662</PMID>,<allocation>Randomized</allocation>,True,PMC3284113.nxml
PMC3142048,21636796,./NCT0144xxxx/NCT01446029.xml:,<PMID>21636796</PMID>,<allocation>Randomized</allocation>,True,PMC3142048.nxml
PMC3857009,24348029,./NCT0234xxxx/NCT02345577.xml:,<PMID>24348029</PMID>,<allocation>Randomized</allocation>,True,PMC3857009.nxml
PMC3110273,21465328,./NCT0339xxxx/NCT03396146.xml:,<PMID>21465328</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3110273.nxml
PMC3561199,23383206,./NCT0339xxxx/NCT03396146.xml:,<PMID>23383206</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3561199.nxml
PMC4164634,25222490,./NCT0339xxxx/NCT03396146.xml:,<PMID>25222490</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4164634.nxml
PMC3110274,21562974,./NCT0209xxxx/NCT02098629.xml:,<PMID>21562974</PMID>,<allocation>Randomized</allocation>,True,PMC3110274.nxml
PMC3966037,24618688,./NCT0073xxxx/NCT00732901.xml:,<PMID>24618688</PMID>,<allocation>Randomized</allocation>,True,PMC3966037.nxml
PMC3923537,23943851,./NCT0308xxxx/NCT03088241.xml:,<PMID>23943851</PMID>,"  Multicenter (2-12 centers), parallel-group (1:1 allocation), open-label, superiority,",False,PMC3923537.nxml
PMC3953124,24625508,./NCT0308xxxx/NCT03088241.xml:,<PMID>24625508</PMID>,"  Multicenter (2-12 centers), parallel-group (1:1 allocation), open-label, superiority,",False,PMC3953124.nxml
PMC4102034,25035708,./NCT0308xxxx/NCT03088241.xml:,<PMID>25035708</PMID>,"  Multicenter (2-12 centers), parallel-group (1:1 allocation), open-label, superiority,",False,PMC4102034.nxml
PMC4956783,27428189,./NCT0308xxxx/NCT03088241.xml:,<PMID>27428189</PMID>,"  Multicenter (2-12 centers), parallel-group (1:1 allocation), open-label, superiority,",False,PMC4956783.nxml
PMC3681223,23819082,./NCT0332xxxx/NCT03328832.xml:,<PMID>23819082</PMID>,<allocation>Randomized</allocation>,True,PMC3681223.nxml
PMC3796920,24133307,./NCT0332xxxx/NCT03328832.xml:,<PMID>24133307</PMID>,<allocation>Randomized</allocation>,True,PMC3796920.nxml
PMC3874987,24453689,./NCT0332xxxx/NCT03328832.xml:,<PMID>24453689</PMID>,<allocation>Randomized</allocation>,True,PMC3874987.nxml
PMC4258491,25505706,./NCT0332xxxx/NCT03328832.xml:,<PMID>25505706</PMID>,<allocation>Randomized</allocation>,True,PMC4258491.nxml
PMC3113198,14558706,./NCT0315xxxx/NCT03154463.xml:,<PMID>14558706</PMID>,<allocation>Randomized</allocation>,True,PMC3113198.nxml
PMC3488408,23150820,./NCT0315xxxx/NCT03154463.xml:,<PMID>23150820</PMID>,<allocation>Randomized</allocation>,True,PMC3488408.nxml
PMC3113981,21539749,./NCT0346xxxx/NCT03465384.xml:,<PMID>21539749</PMID>,<allocation>Randomized</allocation>,True,PMC3113981.nxml
PMC3113982,21542913,./NCT0104xxxx/NCT01043770.xml:,<PMID>21542913</PMID>,<allocation>Randomized</allocation>,True,PMC3113982.nxml
PMC3113988,21569370,./NCT0126xxxx/NCT01267682.xml:,<PMID>21569370</PMID>,<allocation>Randomized</allocation>,True,PMC3113988.nxml
PMC4155110,25113136,./NCT0320xxxx/NCT03201263.xml:,<PMID>25113136</PMID>,<allocation>Randomized</allocation>,True,PMC4155110.nxml
PMC3114332,21478461,./NCT0264xxxx/NCT02641301.xml:,<PMID>21478461</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3114332.nxml
PMC3114347,21617111,./NCT0306xxxx/NCT03061266.xml:,<PMID>21617111</PMID>,<allocation>Randomized</allocation>,True,PMC3114347.nxml
PMC3537269,23264422,./NCT0306xxxx/NCT03061266.xml:,<PMID>23264422</PMID>,<allocation>Randomized</allocation>,True,PMC3537269.nxml
PMC4736395,26881243,./NCT0306xxxx/NCT03061266.xml:,<PMID>26881243</PMID>,<allocation>Randomized</allocation>,True,PMC4736395.nxml
PMC3114348,21562320,./NCT0029xxxx/NCT00297063.xml:,<PMID>21562320</PMID>,<allocation>Randomized</allocation>,True,PMC3114348.nxml
PMC3114350,21515839,./NCT0303xxxx/NCT03037190.xml:,<PMID>21515839</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3114350.nxml
PMC3114506,21525503,./NCT0209xxxx/NCT02093702.xml:,<PMID>21525503</PMID>,<allocation>Randomized</allocation>,True,PMC3114506.nxml
PMC3114512,21421802,./NCT0262xxxx/NCT02624908.xml:,<PMID>21421802</PMID>,<allocation>Randomized</allocation>,True,PMC3114512.nxml
PMC3425008,22699297,./NCT0262xxxx/NCT02624908.xml:,<PMID>22699297</PMID>,<allocation>Randomized</allocation>,True,PMC3425008.nxml
PMC3114793,21569345,./NCT0058xxxx/NCT00588107.xml:,<PMID>21569345</PMID>,<allocation>Randomized</allocation>,True,PMC3114793.nxml
PMC3841363,24195867,./NCT0058xxxx/NCT00588107.xml:,<PMID>24195867</PMID>,<allocation>Randomized</allocation>,True,PMC3841363.nxml
PMC4275245,25535960,./NCT0306xxxx/NCT03062228.xml:,<PMID>25535960</PMID>,"  treatment allocation; therefore, the KBTH-GIRHL Healthy Birth Weight Study was designed in",False,PMC4275245.nxml
PMC4264843,25503520,./NCT0260xxxx/NCT02608086.xml:,<PMID>25503520</PMID>,<allocation>Randomized</allocation>,True,PMC4264843.nxml
PMC3116134,21373939,./NCT0278xxxx/NCT02787512.xml:,<PMID>21373939</PMID>,<allocation>Randomized</allocation>,True,PMC3116134.nxml
PMC3696851,23825733,./NCT0292xxxx/NCT02922244.xml:,<PMID>23825733</PMID>,<allocation>Randomized</allocation>,True,PMC3696851.nxml
PMC3116497,21599958,./NCT0246xxxx/NCT02467257.xml:,<PMID>21599958</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3116497.nxml
PMC3868050,24170697,./NCT0346xxxx/NCT03461510.xml:,<PMID>24170697</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3868050.nxml
PMC4114991,24891029,./NCT0346xxxx/NCT03461510.xml:,<PMID>24891029</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4114991.nxml
PMC4141362,24705405,./NCT0346xxxx/NCT03461510.xml:,<PMID>24705405</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4141362.nxml
PMC3116821,21698226,./NCT0150xxxx/NCT01504854.xml:,<PMID>21698226</PMID>,<allocation>Randomized</allocation>,True,PMC3116821.nxml
