PMCID,RCT,PMCFILE
PMC5782402,False,PMC5782402.nxml
PMC5783481,False,PMC5783481.nxml
PMC5784198,False,PMC5784198.nxml
PMC5784702,False,PMC5784702.nxml
PMC5785770,False,PMC5785770.nxml
PMC5786229,False,PMC5786229.nxml
PMC5786650,False,PMC5786650.nxml
PMC5786824,False,PMC5786824.nxml
PMC5787140,False,PMC5787140.nxml
PMC5787159,False,PMC5787159.nxml
PMC5787523,False,PMC5787523.nxml
PMC5787644,False,PMC5787644.nxml
PMC5788578,False,PMC5788578.nxml
PMC5789466,False,PMC5789466.nxml
PMC5790199,False,PMC5790199.nxml
PMC5790288,False,PMC5790288.nxml
PMC5791094,False,PMC5791094.nxml
PMC5791520,False,PMC5791520.nxml
PMC5791999,False,PMC5791999.nxml
PMC5792703,False,PMC5792703.nxml
PMC5792868,False,PMC5792868.nxml
PMC5793470,False,PMC5793470.nxml
PMC5793472,False,PMC5793472.nxml
PMC5793813,False,PMC5793813.nxml
PMC5794069,False,PMC5794069.nxml
PMC5794116,False,PMC5794116.nxml
PMC5794401,False,PMC5794401.nxml
PMC5795293,False,PMC5795293.nxml
PMC5795438,False,PMC5795438.nxml
PMC5795701,False,PMC5795701.nxml
PMC5795992,False,PMC5795992.nxml
PMC5796365,False,PMC5796365.nxml
PMC5797226,False,PMC5797226.nxml
PMC5797578,False,PMC5797578.nxml
PMC5798040,False,PMC5798040.nxml
PMC5798055,False,PMC5798055.nxml
PMC5798260,False,PMC5798260.nxml
PMC5798346,False,PMC5798346.nxml
PMC5799989,False,PMC5799989.nxml
PMC5799991,False,PMC5799991.nxml
PMC5804089,False,PMC5804089.nxml
PMC5805777,False,PMC5805777.nxml
PMC5805779,False,PMC5805779.nxml
PMC5806439,False,PMC5806439.nxml
PMC5806643,False,PMC5806643.nxml
PMC5807467,False,PMC5807467.nxml
PMC5809415,False,PMC5809415.nxml
PMC5809819,False,PMC5809819.nxml
PMC5809932,False,PMC5809932.nxml
PMC5810260,False,PMC5810260.nxml
PMC5810265,False,PMC5810265.nxml
PMC5810377,False,PMC5810377.nxml
PMC5811980,False,PMC5811980.nxml
PMC5812116,False,PMC5812116.nxml
PMC5812154,False,PMC5812154.nxml
PMC5812155,False,PMC5812155.nxml
PMC5812288,False,PMC5812288.nxml
PMC5812993,False,PMC5812993.nxml
PMC5813451,False,PMC5813451.nxml
PMC5813909,False,PMC5813909.nxml
PMC5814863,False,PMC5814863.nxml
PMC5815597,False,PMC5815597.nxml
PMC5815781,False,PMC5815781.nxml
PMC5816018,False,PMC5816018.nxml
PMC5816939,False,PMC5816939.nxml
PMC5818059,False,PMC5818059.nxml
PMC5818674,False,PMC5818674.nxml
PMC5822348,False,PMC5822348.nxml
PMC5824947,False,PMC5824947.nxml
PMC5826954,False,PMC5826954.nxml
PMC2193278,True,PMC2193278.nxml
PMC138697,True,PMC138697.nxml
PMC400672,True,PMC400672.nxml
PMC521689,True,PMC521689.nxml
PMC1386668,True,PMC1386668.nxml
PMC17815,False,PMC17815.nxml
PMC2963502,True,PMC2963502.nxml
PMC3720664,True,PMC3720664.nxml
PMC2377052,True,PMC2377052.nxml
PMC2442646,True,PMC2442646.nxml
PMC3381639,True,PMC3381639.nxml
PMC3757932,True,PMC3757932.nxml
PMC4246418,True,PMC4246418.nxml
PMC4279952,True,PMC4279952.nxml
PMC4493379,True,PMC4493379.nxml
PMC2885636,False,PMC2885636.nxml
PMC521194,True,PMC521194.nxml
PMC2717325,True,PMC2717325.nxml
PMC1568014,True,PMC1568014.nxml
PMC2228109,True,PMC2228109.nxml
PMC29048,True,PMC29048.nxml
PMC509279,True,PMC509279.nxml
PMC3422434,True,PMC3422434.nxml
PMC3828806,True,PMC3828806.nxml
PMC4309062,True,PMC4309062.nxml
PMC3334540,True,PMC3334540.nxml
PMC3742665,True,PMC3742665.nxml
PMC5049654,True,PMC5049654.nxml
PMC2839440,False,PMC2839440.nxml
PMC2133051,False,PMC2133051.nxml
PMC4277276,False,PMC4277276.nxml
PMC2565837,True,PMC2565837.nxml
PMC3006353,True,PMC3006353.nxml
PMC3800747,True,PMC3800747.nxml
PMC4344267,True,PMC4344267.nxml
PMC1950304,True,PMC1950304.nxml
PMC2789942,True,PMC2789942.nxml
PMC3321715,True,PMC3321715.nxml
PMC3400413,True,PMC3400413.nxml
PMC3955336,True,PMC3955336.nxml
PMC4325185,True,PMC4325185.nxml
PMC2228409,True,PMC2228409.nxml
PMC415551,True,PMC415551.nxml
PMC2647738,True,PMC2647738.nxml
PMC1824710,False,PMC1824710.nxml
PMC1847689,False,PMC1847689.nxml
PMC2194146,False,PMC2194146.nxml
PMC2211536,False,PMC2211536.nxml
PMC2689350,False,PMC2689350.nxml
PMC2919424,False,PMC2919424.nxml
PMC3649997,False,PMC3649997.nxml
PMC3704185,False,PMC3704185.nxml
PMC1887711,False,PMC1887711.nxml
PMC2953504,False,PMC2953504.nxml
PMC3091862,False,PMC3091862.nxml
PMC3843642,True,PMC3843642.nxml
PMC4058526,True,PMC4058526.nxml
PMC314457,False,PMC314457.nxml
PMC2119412,False,PMC2119412.nxml
PMC2194262,False,PMC2194262.nxml
PMC2394431,False,PMC2394431.nxml
PMC2752027,True,PMC2752027.nxml
PMC3163504,True,PMC3163504.nxml
PMC3493866,True,PMC3493866.nxml
PMC3178290,True,PMC3178290.nxml
PMC4038114,True,PMC4038114.nxml
PMC4133187,True,PMC4133187.nxml
PMC1824720,True,PMC1824720.nxml
PMC3293137,True,PMC3293137.nxml
PMC3412800,True,PMC3412800.nxml
PMC2193941,True,PMC2193941.nxml
PMC2211926,True,PMC2211926.nxml
PMC2704594,False,PMC2704594.nxml
PMC3093391,True,PMC3093391.nxml
PMC3263570,True,PMC3263570.nxml
PMC1241060,False,PMC1241060.nxml
PMC1241209,False,PMC1241209.nxml
PMC1241926,False,PMC1241926.nxml
PMC1939729,False,PMC1939729.nxml
PMC3480504,False,PMC3480504.nxml
PMC2891919,True,PMC2891919.nxml
PMC3220807,True,PMC3220807.nxml
PMC3708764,True,PMC3708764.nxml
PMC2954140,True,PMC2954140.nxml
PMC3366107,True,PMC3366107.nxml
PMC2490678,True,PMC2490678.nxml
PMC3083673,True,PMC3083673.nxml
PMC3503469,True,PMC3503469.nxml
PMC3564137,True,PMC3564137.nxml
PMC1891316,True,PMC1891316.nxml
PMC2628695,True,PMC2628695.nxml
PMC2646017,True,PMC2646017.nxml
PMC2809296,True,PMC2809296.nxml
PMC3019749,True,PMC3019749.nxml
PMC4025114,True,PMC4025114.nxml
PMC4177914,True,PMC4177914.nxml
PMC1166573,True,PMC1166573.nxml
PMC2646013,True,PMC2646013.nxml
PMC2744825,True,PMC2744825.nxml
PMC2752912,True,PMC2752912.nxml
PMC2768180,True,PMC2768180.nxml
PMC3378935,True,PMC3378935.nxml
PMC4396731,True,PMC4396731.nxml
PMC2361370,True,PMC2361370.nxml
PMC2361413,True,PMC2361413.nxml
PMC2733179,True,PMC2733179.nxml
PMC3172695,True,PMC3172695.nxml
PMC3361845,True,PMC3361845.nxml
PMC3498782,True,PMC3498782.nxml
PMC1762358,True,PMC1762358.nxml
PMC4017359,True,PMC4017359.nxml
PMC4614411,True,PMC4614411.nxml
PMC4751340,True,PMC4751340.nxml
PMC5006692,True,PMC5006692.nxml
PMC2391269,True,PMC2391269.nxml
PMC3219980,True,PMC3219980.nxml
PMC4760037,True,PMC4760037.nxml
PMC2935460,True,PMC2935460.nxml
PMC3404910,True,PMC3404910.nxml
PMC3421236,True,PMC3421236.nxml
PMC3054629,True,PMC3054629.nxml
PMC2963774,True,PMC2963774.nxml
PMC3110135,True,PMC3110135.nxml
PMC1414018,True,PMC1414018.nxml
PMC3493988,True,PMC3493988.nxml
PMC1550955,False,PMC1550955.nxml
PMC2556743,False,PMC2556743.nxml
PMC3219255,False,PMC3219255.nxml
PMC3334772,True,PMC3334772.nxml
PMC3563214,False,PMC3563214.nxml
PMC4316594,False,PMC4316594.nxml
PMC4331151,False,PMC4331151.nxml
PMC2997201,False,PMC2997201.nxml
PMC3329830,True,PMC3329830.nxml
PMC3483098,True,PMC3483098.nxml
PMC3687326,True,PMC3687326.nxml
PMC1241165,True,PMC1241165.nxml
PMC2671530,True,PMC2671530.nxml
PMC3274435,False,PMC3274435.nxml
PMC3411819,False,PMC3411819.nxml
PMC137304,True,PMC137304.nxml
PMC4137903,True,PMC4137903.nxml
PMC161802,True,PMC161802.nxml
PMC161815,True,PMC161815.nxml
PMC3420601,False,PMC3420601.nxml
PMC2729073,True,PMC2729073.nxml
PMC521692,True,PMC521692.nxml
PMC2678996,True,PMC2678996.nxml
PMC3530862,True,PMC3530862.nxml
PMC3522661,True,PMC3522661.nxml
PMC2782981,True,PMC2782981.nxml
PMC3161305,True,PMC3161305.nxml
PMC3609540,True,PMC3609540.nxml
PMC2292424,True,PMC2292424.nxml
PMC2584119,True,PMC2584119.nxml
PMC3028361,True,PMC3028361.nxml
PMC3219955,True,PMC3219955.nxml
PMC2517068,True,PMC2517068.nxml
PMC2841102,False,PMC2841102.nxml
PMC3402147,False,PMC3402147.nxml
PMC29013,True,PMC29013.nxml
PMC29047,True,PMC29047.nxml
PMC3026617,True,PMC3026617.nxml
PMC3148462,True,PMC3148462.nxml
PMC3275980,True,PMC3275980.nxml
PMC29051,True,PMC29051.nxml
PMC3169584,True,PMC3169584.nxml
PMC4472318,True,PMC4472318.nxml
PMC1112584,False,PMC1112584.nxml
PMC3828889,True,PMC3828889.nxml
PMC4199023,True,PMC4199023.nxml
PMC2192100,False,PMC2192100.nxml
PMC2193357,False,PMC2193357.nxml
PMC3823041,False,PMC3823041.nxml
PMC4366111,True,PMC4366111.nxml
PMC3412092,True,PMC3412092.nxml
PMC3453517,True,PMC3453517.nxml
PMC4211035,True,PMC4211035.nxml
PMC4607381,True,PMC4607381.nxml
PMC5357278,True,PMC5357278.nxml
PMC3410988,True,PMC3410988.nxml
PMC2632376,True,PMC2632376.nxml
PMC3337486,True,PMC3337486.nxml
PMC3140290,True,PMC3140290.nxml
PMC3392138,True,PMC3392138.nxml
PMC4106642,True,PMC4106642.nxml
PMC4232266,True,PMC4232266.nxml
PMC4624189,True,PMC4624189.nxml
PMC2360530,True,PMC2360530.nxml
PMC3273723,True,PMC3273723.nxml
PMC4150690,True,PMC4150690.nxml
PMC4176456,True,PMC4176456.nxml
PMC2187031,True,PMC2187031.nxml
PMC2188671,True,PMC2188671.nxml
PMC2191552,True,PMC2191552.nxml
PMC2193811,True,PMC2193811.nxml
PMC2212757,True,PMC2212757.nxml
PMC2191413,False,PMC2191413.nxml
PMC2191858,False,PMC2191858.nxml
PMC2195744,False,PMC2195744.nxml
PMC2199137,False,PMC2199137.nxml
PMC2211562,False,PMC2211562.nxml
PMC1431554,True,PMC1431554.nxml
PMC2395335,True,PMC2395335.nxml
PMC2191573,False,PMC2191573.nxml
PMC2212313,True,PMC2212313.nxml
PMC2721728,False,PMC2721728.nxml
PMC2063007,False,PMC2063007.nxml
PMC2364139,False,PMC2364139.nxml
PMC2376386,False,PMC2376386.nxml
PMC3888595,True,PMC3888595.nxml
PMC524376,True,PMC524376.nxml
PMC1459482,True,PMC1459482.nxml
PMC1617125,True,PMC1617125.nxml
PMC2627609,True,PMC2627609.nxml
PMC3060888,True,PMC3060888.nxml
PMC3274376,True,PMC3274376.nxml
PMC3283618,True,PMC3283618.nxml
PMC3602521,True,PMC3602521.nxml
PMC3868203,True,PMC3868203.nxml
PMC2888379,True,PMC2888379.nxml
PMC3137609,True,PMC3137609.nxml
PMC3983160,True,PMC3983160.nxml
PMC2187480,True,PMC2187480.nxml
PMC2187481,True,PMC2187481.nxml
PMC2409933,False,PMC2409933.nxml
PMC2291262,True,PMC2291262.nxml
PMC2190967,False,PMC2190967.nxml
PMC1991584,True,PMC1991584.nxml
PMC2826423,True,PMC2826423.nxml
PMC3271083,True,PMC3271083.nxml
PMC3432055,True,PMC3432055.nxml
PMC3472319,True,PMC3472319.nxml
PMC3597518,True,PMC3597518.nxml
PMC3899169,True,PMC3899169.nxml
PMC4090156,True,PMC4090156.nxml
PMC154101,True,PMC154101.nxml
PMC4145432,False,PMC4145432.nxml
PMC4675178,False,PMC4675178.nxml
PMC5345890,False,PMC5345890.nxml
PMC3508978,True,PMC3508978.nxml
PMC4199263,True,PMC4199263.nxml
PMC4288240,True,PMC4288240.nxml
PMC1858682,True,PMC1858682.nxml
PMC2048530,True,PMC2048530.nxml
PMC2121207,True,PMC2121207.nxml
PMC2660151,True,PMC2660151.nxml
PMC2715098,True,PMC2715098.nxml
PMC2943484,True,PMC2943484.nxml
PMC3164669,True,PMC3164669.nxml
PMC3215964,True,PMC3215964.nxml
PMC3256967,True,PMC3256967.nxml
PMC59530,True,PMC59530.nxml
PMC59640,True,PMC59640.nxml
PMC60664,False,PMC60664.nxml
PMC60677,True,PMC60677.nxml
PMC3865373,False,PMC3865373.nxml
PMC2447772,True,PMC2447772.nxml
PMC2880489,True,PMC2880489.nxml
PMC3874809,True,PMC3874809.nxml
PMC3919509,True,PMC3919509.nxml
PMC2077929,True,PMC2077929.nxml
PMC2001715,True,PMC2001715.nxml
PMC2715005,True,PMC2715005.nxml
PMC3778977,True,PMC3778977.nxml
PMC1664601,True,PMC1664601.nxml
PMC2660482,True,PMC2660482.nxml
PMC3001588,True,PMC3001588.nxml
PMC64806,False,PMC64806.nxml
PMC64828,True,PMC64828.nxml
PMC65515,True,PMC65515.nxml
PMC3089917,True,PMC3089917.nxml
PMC2723099,True,PMC2723099.nxml
PMC4450869,True,PMC4450869.nxml
PMC3607116,True,PMC3607116.nxml
PMC3437024,True,PMC3437024.nxml
PMC3516346,True,PMC3516346.nxml
PMC3809721,True,PMC3809721.nxml
PMC2752805,True,PMC2752805.nxml
PMC4270791,True,PMC4270791.nxml
PMC4529326,True,PMC4529326.nxml
PMC5017265,True,PMC5017265.nxml
PMC5118730,True,PMC5118730.nxml
PMC5388301,True,PMC5388301.nxml
PMC5571879,True,PMC5571879.nxml
PMC2113084,False,PMC2113084.nxml
PMC2801470,True,PMC2801470.nxml
PMC2118086,True,PMC2118086.nxml
PMC2213214,True,PMC2213214.nxml
PMC2118524,False,PMC2118524.nxml
PMC3285615,False,PMC3285615.nxml
PMC3447755,False,PMC3447755.nxml
PMC3573107,False,PMC3573107.nxml
PMC1891439,True,PMC1891439.nxml
PMC2374894,True,PMC2374894.nxml
PMC2609894,True,PMC2609894.nxml
PMC3108101,True,PMC3108101.nxml
PMC3837022,True,PMC3837022.nxml
PMC4385789,True,PMC4385789.nxml
PMC4668833,True,PMC4668833.nxml
PMC4835582,True,PMC4835582.nxml
PMC1864993,True,PMC1864993.nxml
PMC2662633,True,PMC2662633.nxml
PMC3374449,True,PMC3374449.nxml
PMC3057974,False,PMC3057974.nxml
PMC4412032,False,PMC4412032.nxml
PMC2292253,True,PMC2292253.nxml
PMC3281957,True,PMC3281957.nxml
PMC2189650,True,PMC2189650.nxml
PMC3824241,True,PMC3824241.nxml
PMC2494638,False,PMC2494638.nxml
PMC100783,True,PMC100783.nxml
PMC3411514,True,PMC3411514.nxml
PMC3845392,True,PMC3845392.nxml
PMC4306280,True,PMC4306280.nxml
PMC4236889,True,PMC4236889.nxml
PMC102323,True,PMC102323.nxml
PMC2725872,True,PMC2725872.nxml
PMC2796391,True,PMC2796391.nxml
PMC2746313,False,PMC2746313.nxml
PMC4108107,False,PMC4108107.nxml
PMC2600391,True,PMC2600391.nxml
PMC2190435,True,PMC2190435.nxml
PMC2773416,True,PMC2773416.nxml
PMC398419,True,PMC398419.nxml
PMC3041176,True,PMC3041176.nxml
PMC3222161,True,PMC3222161.nxml
PMC3799540,True,PMC3799540.nxml
PMC3803161,True,PMC3803161.nxml
PMC3841374,True,PMC3841374.nxml
PMC4129112,True,PMC4129112.nxml
PMC4275495,True,PMC4275495.nxml
PMC4886099,True,PMC4886099.nxml
PMC1567081,True,PMC1567081.nxml
PMC2957974,True,PMC2957974.nxml
PMC1569662,True,PMC1569662.nxml
PMC3267934,True,PMC3267934.nxml
PMC4966807,True,PMC4966807.nxml
PMC5610668,True,PMC5610668.nxml
PMC3928711,True,PMC3928711.nxml
PMC3095557,True,PMC3095557.nxml
PMC420022,True,PMC420022.nxml
PMC2927613,True,PMC2927613.nxml
PMC3334634,True,PMC3334634.nxml
PMC3195273,True,PMC3195273.nxml
PMC117779,True,PMC117779.nxml
PMC2096567,True,PMC2096567.nxml
PMC122088,True,PMC122088.nxml
PMC2199221,True,PMC2199221.nxml
PMC2872893,True,PMC2872893.nxml
PMC3192351,True,PMC3192351.nxml
PMC3368426,True,PMC3368426.nxml
PMC3397502,True,PMC3397502.nxml
PMC4056652,True,PMC4056652.nxml
PMC4057067,True,PMC4057067.nxml
PMC2212443,True,PMC2212443.nxml
PMC2174546,False,PMC2174546.nxml
PMC314300,False,PMC314300.nxml
PMC2361798,False,PMC2361798.nxml
PMC3825532,True,PMC3825532.nxml
PMC1198251,True,PMC1198251.nxml
PMC3365387,True,PMC3365387.nxml
PMC4053545,True,PMC4053545.nxml
PMC2640389,True,PMC2640389.nxml
PMC2360429,True,PMC2360429.nxml
PMC3396273,True,PMC3396273.nxml
PMC1513604,True,PMC1513604.nxml
PMC3630955,True,PMC3630955.nxml
PMC3650744,True,PMC3650744.nxml
PMC2904769,True,PMC2904769.nxml
PMC2192127,False,PMC2192127.nxml
PMC2193311,False,PMC2193311.nxml
PMC2196082,False,PMC2196082.nxml
PMC2853682,False,PMC2853682.nxml
PMC2768010,True,PMC2768010.nxml
PMC2713649,True,PMC2713649.nxml
PMC3114493,True,PMC3114493.nxml
PMC1989139,True,PMC1989139.nxml
PMC2137948,True,PMC2137948.nxml
PMC2698120,True,PMC2698120.nxml
PMC2857876,True,PMC2857876.nxml
PMC137229,True,PMC137229.nxml
PMC137438,True,PMC137438.nxml
PMC137461,True,PMC137461.nxml
PMC3795017,True,PMC3795017.nxml
PMC3253099,True,PMC3253099.nxml
PMC3310280,True,PMC3310280.nxml
PMC2515899,True,PMC2515899.nxml
PMC5214700,False,PMC5214700.nxml
PMC3671682,True,PMC3671682.nxml
PMC4007340,True,PMC4007340.nxml
PMC4759979,True,PMC4759979.nxml
PMC2844688,True,PMC2844688.nxml
PMC549066,True,PMC549066.nxml
PMC2234383,True,PMC2234383.nxml
PMC3262133,True,PMC3262133.nxml
PMC138678,True,PMC138678.nxml
PMC2958259,True,PMC2958259.nxml
PMC4197903,True,PMC4197903.nxml
PMC4255638,True,PMC4255638.nxml
PMC3684462,True,PMC3684462.nxml
PMC4263611,True,PMC4263611.nxml
PMC539992,True,PMC539992.nxml
PMC2878224,True,PMC2878224.nxml
PMC149403,True,PMC149403.nxml
PMC3162187,True,PMC3162187.nxml
PMC3532038,True,PMC3532038.nxml
PMC150038,True,PMC150038.nxml
PMC4918076,True,PMC4918076.nxml
PMC150039,True,PMC150039.nxml
PMC3236171,True,PMC3236171.nxml
PMC2883344,True,PMC2883344.nxml
PMC1975470,True,PMC1975470.nxml
PMC2974938,True,PMC2974938.nxml
PMC3227571,True,PMC3227571.nxml
PMC3672509,True,PMC3672509.nxml
PMC3730150,True,PMC3730150.nxml
PMC2064311,False,PMC2064311.nxml
PMC2680038,False,PMC2680038.nxml
PMC2712781,False,PMC2712781.nxml
PMC2892060,False,PMC2892060.nxml
PMC3132732,False,PMC3132732.nxml
PMC3522098,False,PMC3522098.nxml
PMC2075933,False,PMC2075933.nxml
PMC2195739,False,PMC2195739.nxml
PMC2213162,False,PMC2213162.nxml
PMC2628606,False,PMC2628606.nxml
PMC3488532,False,PMC3488532.nxml
PMC2732140,False,PMC2732140.nxml
PMC3049499,False,PMC3049499.nxml
PMC2213145,False,PMC2213145.nxml
PMC3153480,True,PMC3153480.nxml
PMC4980559,True,PMC4980559.nxml
PMC3003671,True,PMC3003671.nxml
PMC3633937,True,PMC3633937.nxml
PMC154124,True,PMC154124.nxml
PMC1269433,True,PMC1269433.nxml
PMC2803451,True,PMC2803451.nxml
PMC2249616,True,PMC2249616.nxml
PMC3545734,True,PMC3545734.nxml
PMC3680657,True,PMC3680657.nxml
PMC4463030,True,PMC4463030.nxml
PMC4534034,True,PMC4534034.nxml
PMC4623902,True,PMC4623902.nxml
PMC4681030,True,PMC4681030.nxml
PMC3944290,True,PMC3944290.nxml
PMC155547,True,PMC155547.nxml
PMC155644,True,PMC155644.nxml
PMC3278596,True,PMC3278596.nxml
PMC156640,True,PMC156640.nxml
PMC2809297,False,PMC2809297.nxml
PMC3188710,False,PMC3188710.nxml
PMC3198283,False,PMC3198283.nxml
PMC2827546,True,PMC2827546.nxml
PMC2911848,True,PMC2911848.nxml
PMC3220063,True,PMC3220063.nxml
PMC3467901,True,PMC3467901.nxml
PMC3768183,True,PMC3768183.nxml
PMC4229757,True,PMC4229757.nxml
PMC4382458,True,PMC4382458.nxml
PMC1323314,True,PMC1323314.nxml
PMC3385340,False,PMC3385340.nxml
PMC3242946,True,PMC3242946.nxml
PMC4270450,True,PMC4270450.nxml
PMC4635177,True,PMC4635177.nxml
PMC4792880,True,PMC4792880.nxml
PMC3520941,False,PMC3520941.nxml
PMC4612316,False,PMC4612316.nxml
PMC3233501,True,PMC3233501.nxml
PMC2714154,False,PMC2714154.nxml
PMC3216073,False,PMC3216073.nxml
PMC3236382,False,PMC3236382.nxml
PMC3488170,False,PMC3488170.nxml
PMC4283660,False,PMC4283660.nxml
PMC2609891,True,PMC2609891.nxml
PMC3023675,True,PMC3023675.nxml
PMC3102053,True,PMC3102053.nxml
PMC1697736,True,PMC1697736.nxml
PMC3215347,False,PMC3215347.nxml
PMC165065,True,PMC165065.nxml
PMC165587,True,PMC165587.nxml
PMC3102096,True,PMC3102096.nxml
PMC3883252,True,PMC3883252.nxml
PMC4283127,True,PMC4283127.nxml
PMC2116406,True,PMC2116406.nxml
PMC166145,True,PMC166145.nxml
PMC1978513,False,PMC1978513.nxml
PMC2827393,False,PMC2827393.nxml
PMC2924032,False,PMC2924032.nxml
PMC3035036,False,PMC3035036.nxml
PMC3722100,False,PMC3722100.nxml
PMC4314644,False,PMC4314644.nxml
PMC1550698,True,PMC1550698.nxml
PMC2346512,True,PMC2346512.nxml
PMC3906193,True,PMC3906193.nxml
PMC4309518,True,PMC4309518.nxml
PMC2930255,True,PMC2930255.nxml
PMC2033516,True,PMC2033516.nxml
PMC2364775,True,PMC2364775.nxml
PMC2376292,True,PMC2376292.nxml
PMC2494627,True,PMC2494627.nxml
PMC3198284,True,PMC3198284.nxml
PMC3608221,True,PMC3608221.nxml
PMC4334088,True,PMC4334088.nxml
PMC3459501,True,PMC3459501.nxml
PMC3733195,True,PMC3733195.nxml
PMC3388304,True,PMC3388304.nxml
PMC1871602,True,PMC1871602.nxml
PMC2271052,True,PMC2271052.nxml
PMC4356205,True,PMC4356205.nxml
PMC2191474,True,PMC2191474.nxml
PMC2361629,True,PMC2361629.nxml
PMC2886201,True,PMC2886201.nxml
PMC3060651,True,PMC3060651.nxml
PMC3132494,True,PMC3132494.nxml
PMC3684702,True,PMC3684702.nxml
PMC3774921,True,PMC3774921.nxml
PMC4213388,True,PMC4213388.nxml
PMC5376588,True,PMC5376588.nxml
PMC3459497,True,PMC3459497.nxml
PMC4365154,True,PMC4365154.nxml
PMC1794469,True,PMC1794469.nxml
PMC2912234,False,PMC2912234.nxml
PMC2644633,True,PMC2644633.nxml
PMC183834,True,PMC183834.nxml
PMC183845,True,PMC183845.nxml
PMC4314695,True,PMC4314695.nxml
PMC4943278,True,PMC4943278.nxml
PMC3460787,False,PMC3460787.nxml
PMC2584127,True,PMC2584127.nxml
PMC2732162,True,PMC2732162.nxml
PMC3012187,True,PMC3012187.nxml
PMC3120177,True,PMC3120177.nxml
PMC3329819,True,PMC3329819.nxml
PMC3119075,False,PMC3119075.nxml
PMC3213531,False,PMC3213531.nxml
PMC2360532,False,PMC2360532.nxml
PMC1539022,True,PMC1539022.nxml
PMC4283006,False,PMC4283006.nxml
PMC4805436,False,PMC4805436.nxml
PMC5102279,False,PMC5102279.nxml
PMC194775,True,PMC194775.nxml
PMC2988224,True,PMC2988224.nxml
PMC3437972,True,PMC3437972.nxml
PMC3095594,False,PMC3095594.nxml
PMC2699872,False,PMC2699872.nxml
PMC2935934,False,PMC2935934.nxml
PMC3011094,False,PMC3011094.nxml
PMC3064082,False,PMC3064082.nxml
PMC3406028,False,PMC3406028.nxml
PMC3501890,False,PMC3501890.nxml
PMC2442172,True,PMC2442172.nxml
PMC2654158,True,PMC2654158.nxml
PMC2827496,False,PMC2827496.nxml
PMC2834889,False,PMC2834889.nxml
PMC3080564,False,PMC3080564.nxml
PMC4019308,False,PMC4019308.nxml
PMC2875462,True,PMC2875462.nxml
PMC3064040,True,PMC3064040.nxml
PMC3241319,True,PMC3241319.nxml
PMC3277488,True,PMC3277488.nxml
PMC3357214,True,PMC3357214.nxml
PMC3447848,True,PMC3447848.nxml
PMC3632148,True,PMC3632148.nxml
PMC3632178,True,PMC3632178.nxml
PMC3687098,True,PMC3687098.nxml
PMC3816910,True,PMC3816910.nxml
PMC1090607,True,PMC1090607.nxml
PMC2882429,True,PMC2882429.nxml
PMC3402252,True,PMC3402252.nxml
PMC3548783,True,PMC3548783.nxml
PMC3714427,True,PMC3714427.nxml
PMC4420969,True,PMC4420969.nxml
PMC5399492,True,PMC5399492.nxml
PMC4514101,True,PMC4514101.nxml
PMC1440782,False,PMC1440782.nxml
PMC1566996,True,PMC1566996.nxml
PMC2211748,True,PMC2211748.nxml
PMC2642810,True,PMC2642810.nxml
PMC3112424,True,PMC3112424.nxml
PMC3676851,True,PMC3676851.nxml
PMC4188938,True,PMC4188938.nxml
PMC4290440,True,PMC4290440.nxml
PMC3763210,True,PMC3763210.nxml
PMC3013027,True,PMC3013027.nxml
PMC4248414,True,PMC4248414.nxml
PMC239861,True,PMC239861.nxml
PMC2626828,True,PMC2626828.nxml
PMC3164670,True,PMC3164670.nxml
PMC3172006,True,PMC3172006.nxml
PMC3238183,True,PMC3238183.nxml
PMC4367049,True,PMC4367049.nxml
PMC4619692,True,PMC4619692.nxml
PMC4937082,True,PMC4937082.nxml
PMC4614361,True,PMC4614361.nxml
PMC2115076,True,PMC2115076.nxml
PMC2188989,True,PMC2188989.nxml
PMC2191443,True,PMC2191443.nxml
PMC2631711,False,PMC2631711.nxml
PMC2672628,True,PMC2672628.nxml
PMC2690996,True,PMC2690996.nxml
PMC2809052,True,PMC2809052.nxml
PMC2945788,True,PMC2945788.nxml
PMC3146043,True,PMC3146043.nxml
PMC2744998,True,PMC2744998.nxml
PMC269993,True,PMC269993.nxml
PMC1615869,True,PMC1615869.nxml
PMC2678696,True,PMC2678696.nxml
PMC270043,True,PMC270043.nxml
PMC3220261,True,PMC3220261.nxml
PMC3690061,True,PMC3690061.nxml
PMC3764351,True,PMC3764351.nxml
PMC4141215,True,PMC4141215.nxml
PMC4202805,True,PMC4202805.nxml
PMC4928599,True,PMC4928599.nxml
PMC270050,True,PMC270050.nxml
PMC270661,False,PMC270661.nxml
PMC270677,True,PMC270677.nxml
PMC270685,True,PMC270685.nxml
PMC1175883,True,PMC1175883.nxml
PMC1175900,True,PMC1175900.nxml
PMC2575562,True,PMC2575562.nxml
PMC2811894,True,PMC2811894.nxml
PMC2837179,True,PMC2837179.nxml
PMC3329046,True,PMC3329046.nxml
PMC3266844,True,PMC3266844.nxml
PMC2809107,True,PMC2809107.nxml
PMC3048011,True,PMC3048011.nxml
PMC3071778,True,PMC3071778.nxml
PMC3257683,True,PMC3257683.nxml
PMC3465282,True,PMC3465282.nxml
PMC3596374,True,PMC3596374.nxml
PMC3637903,True,PMC3637903.nxml
PMC3661802,True,PMC3661802.nxml
PMC3815346,True,PMC3815346.nxml
